Run,Assay Type,AvgSpotLen,LibraryLayout,BioProject,Instrument,Cultivar,Sample Name,Organism,tissue,tissue PO,tissue PO name,Age,stage,stage PO,stage PO name,treatment,environmental ontology,environmental ontology name,replicate,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988609,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,IG128104,AL,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988610,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Namhaebori,AJ,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988611,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Ancap2,U,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988612,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,CM67,V,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988613,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Unumli-Arpa,X,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988614,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,HOR1842,Y,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988615,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,HOR383,Z,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988616,RNA-Seq,299,PAIRED,PRJNA534414,Illumina HiSeq 2000,K10877,R,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
SRR8988617,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,HOR7985,S,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988618,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Sissy,E,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988619,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Georgie,F,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988620,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Unumli-Arpa,BB,Hordeum vulgare subsp. vulgare,flag leaf/apex,PO:0020103,flag leaf,,stage 47 of the Zadoks scale,PO:0007028,flag leaf sheath opening stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988621,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,ItuNative,D,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988622,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,HOR383,B,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988623,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,HOR8160,BA,Hordeum vulgare subsp. vulgare,flag leaf/apex,PO:0020103,flag leaf,,stage 47 of the Zadoks scale,PO:0007028,flag leaf sheath opening stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988624,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,W23829/803911,AY,Hordeum vulgare subsp. vulgare,flag leaf/apex,PO:0020103,flag leaf,,stage 47 of the Zadoks scale,PO:0007028,flag leaf sheath opening stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988625,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,HOR7985,AZ,Hordeum vulgare subsp. vulgare,flag leaf/apex,PO:0020103,flag leaf,,stage 47 of the Zadoks scale,PO:0007028,flag leaf sheath opening stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988626,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Sissy,AW,Hordeum vulgare subsp. vulgare,flag leaf/apex,PO:0020103,flag leaf,,stage 47 of the Zadoks scale,PO:0007028,flag leaf sheath opening stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988627,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,SprattArcher,AX,Hordeum vulgare subsp. vulgare,flag leaf/apex,PO:0020103,flag leaf,,stage 47 of the Zadoks scale,PO:0007028,flag leaf sheath opening stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988628,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,HOR12830,Q,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988629,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,IG31424,P,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988630,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,IG128216,M,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988631,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Namhaebori,L,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988632,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,K10693,O,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988633,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,IG128104,N,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988634,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Lakhan,H,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988635,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,SprattArcher,G,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988636,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,W23829/803911,K,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988637,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Kharsila,I,Hordeum vulgare subsp. vulgare,leaf,PO:0025034,leaf,2 months,,,,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988638,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,CM67,AT,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988639,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Ancap2,AS,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988640,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,HOR8160,AR,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988641,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,K10877,AQ,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988642,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,HOR7985,AP,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988643,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,HOR12830,AO,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988644,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,IG31424,AN,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988645,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,K10693,AM,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988646,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Unumli-Arpa,AV,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8988647,RNA-Seq,200,PAIRED,PRJNA534414,Illumina HiSeq 2000,Kombyne,AU,Hordeum vulgare subsp. vulgare,seedling,PO:0000003,whole plant  ,5 days,Young seedling, PO:0007131,seedling development stage,Controlled greenhouse conditions with 16 hours light andeight hours dark at 22 °C,EO:0007199,long day length regimen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992560,RNA-Seq,156,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741672,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later,PO:0007131,seedling development stage,tripartite interaction in soil,4 days old seedlings transferred into split-root chambers with natural soil (RT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992561,RNA-Seq,123,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741672,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later,PO:0007131,seedling development stage,tripartite interaction in soil,4 days old seedlings transferred into split-root chambers with natural soil (RT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992562,RNA-Seq,69,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741672,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later,PO:0007131,seedling development stage,tripartite interaction in soil,4 days old seedlings transferred into split-root chambers with natural soil (RT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992563,RNA-Seq,107,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741673,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later,PO:0007131,seedling development stage,tripartite interaction in soil,4 days old seedlings transferred into split-root chambers with natural soil (RT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992564,RNA-Seq,97,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741673,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later,PO:0007131,seedling development stage,tripartite interaction in soil,4 days old seedlings transferred into split-root chambers with natural soil (RT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992565,RNA-Seq,140,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741673,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later,PO:0007131,seedling development stage,tripartite interaction in soil,4 days old seedlings transferred into split-root chambers with natural soil (RT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992566,RNA-Seq,51,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741674,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later,PO:0007131,seedling development stage,tripartite interaction in soil,4 days old seedlings transferred into split-root chambers with natural soil (RT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992567,RNA-Seq,113,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741674,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later,PO:0007131,seedling development stage,tripartite interaction in soil,4 days old seedlings transferred into split-root chambers with natural soil (RT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992568,RNA-Seq,83,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741674,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later,PO:0007131,seedling development stage,tripartite interaction in soil,4 days old seedlings transferred into split-root chambers with natural soil (RT),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992569,RNA-Seq,109,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741675,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992570,RNA-Seq,66,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741675,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992571,RNA-Seq,136,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741675,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992572,RNA-Seq,161,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741676,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992573,RNA-Seq,159,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741676,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992574,RNA-Seq,180,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741676,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992575,RNA-Seq,299,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741677,Hordeum vulgare,root,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992576,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741677,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992577,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741677,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992578,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741678,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992579,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741678,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992580,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741678,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992581,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741679,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992582,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741679,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992583,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741679,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992584,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741680,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992585,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741680,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992586,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741680,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare inoculated with Serendipita vermifera (local),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992587,RNA-Seq,300,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741681,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992588,RNA-Seq,100,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741681,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992589,RNA-Seq,100,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741681,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992590,RNA-Seq,100,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741682,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992591,RNA-Seq,100,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741682,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8992592,RNA-Seq,100,PAIRED,PRJNA492913,Illumina HiSeq 2500,,GSM3741682,Hordeum vulgare,roots,PO:0009005,root,,7 days old seedlings transferred to soil and sampled 6 days later after inoculation,PO:0007131,seedling development stage,Hordeum vulgare roots inoculated with Bipolaris sorokiniana (systemic),EO:0007233,fungal plant treatment  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
